url,total_messages,user_messages,assistant_messages,platform
https://chatgpt.com/share/21fcdb0c-5754-4814-b9d2-db8ad19ff19c,20,10,10,chatgpt
https://chatgpt.com/share/2228bbed-c55e-4466-9ff6-579cf466d414,2,1,1,chatgpt
https://chatgpt.com/share/22d98112-ae88-4537-8acc-9dd75dbb6ee0,388,194,194,chatgpt
https://chatgpt.com/share/22f1a2a9-b461-473b-908a-ce09522de362,2,1,1,chatgpt
https://chatgpt.com/share/231ae418-ed04-4ebe-a9af-a172ec7ce2c9,4,2,2,chatgpt
https://chatgpt.com/share/235e9b00-e847-4249-a9b6-5a1a86b656a9,8,4,4,chatgpt
https://chatgpt.com/share/23b08c86-c881-4407-9e43-590da17ebfa6,2,1,1,chatgpt
https://chatgpt.com/share/23db424d-7307-46da-913f-d45cdc1a8d96,22,11,11,chatgpt
https://chatgpt.com/share/23f2e1b1-eb58-4a7d-b3d5-1b8e8d5e4b9b,2,1,1,chatgpt
https://chatgpt.com/share/24007952-8520-41c5-a0fd-26fa32b5a067,6,3,3,chatgpt
https://chatgpt.com/share/24fa4292-73ef-4dd0-8ce8-7aa99546e65e,34,17,17,chatgpt
https://chatgpt.com/share/256c02ac-d70c-4513-a98d-11db68513ea5,2,1,1,chatgpt
https://chatgpt.com/share/25dcedbd-f2ba-40de-a619-83942e29d82e,2,1,1,chatgpt
https://chatgpt.com/share/2621ed0c-8721-4b59-a86e-8dcd43325c84,4,2,2,chatgpt
https://chatgpt.com/share/262d3323-579b-4ec8-8698-7503a3399272,10,5,5,chatgpt
https://chatgpt.com/share/26480da0-ec18-4488-946c-ee2990f62c9a,2,1,1,chatgpt
https://chatgpt.com/share/2699aa69-5887-4b31-88f6-285d9be4f7ae,4,2,2,chatgpt
https://chatgpt.com/share/26ebd6a9-335c-40f6-9718-d7ec22dbf993,10,5,5,chatgpt
https://chatgpt.com/share/27080360-2211-47ba-a7b8-9472e7c43e7c,18,9,9,chatgpt
https://chatgpt.com/share/270f144a-1923-4ac1-9f68-658ede5237ed,4,2,2,chatgpt
https://chatgpt.com/share/274e189a-9252-43e2-9ffa-a20f0fa096f0,38,19,19,chatgpt
https://chatgpt.com/share/27d83df3-b429-4b98-a3e9-3acc82e036d6,2,1,1,chatgpt
https://chatgpt.com/share/27dac232-aa4d-4c46-8a75-fafc1b0e915d,2,1,1,chatgpt
https://chatgpt.com/share/280095d3-5190-441c-8c99-efe1a2235c69,8,4,4,chatgpt
https://chatgpt.com/share/2818f4ca-dc73-4019-9b7d-4ed8f30f327c,22,11,11,chatgpt
https://chatgpt.com/share/284a36b2-8cc7-4bc8-af4a-3d4bc92331ec,4,2,2,chatgpt
https://chatgpt.com/share/287cd30e-e640-4bdf-a189-57dfeb84ba88,2,1,1,chatgpt
https://chatgpt.com/share/28f1bc44-f52f-4b0c-9d59-8e7eea32270d,102,51,51,chatgpt
https://chatgpt.com/share/290c5355-da44-4667-bdb9-1f1d693b4855,6,3,3,chatgpt
https://chatgpt.com/share/29d61157-6ec7-4876-881d-0879cbe4bff3,2,1,1,chatgpt
https://chatgpt.com/share/2a044b8e-5779-4541-9255-2e1d6d245813,6,3,3,chatgpt
https://chatgpt.com/share/2a26b7cf-49bc-46c4-aaf9-aeeef3166c03,16,8,8,chatgpt
https://chatgpt.com/share/2a525bb0-1c8b-4fc9-bd67-bfb566767b26,44,22,22,chatgpt
https://chatgpt.com/share/2a59636e-41e9-4b8c-aec0-4278f80be85b,38,19,19,chatgpt
https://chatgpt.com/share/2a743662-5978-4526-9eb4-2b4b9019e2f3,2,1,1,chatgpt
https://chatgpt.com/share/2af29a1f-590c-484f-b48d-7d5ac57fd786,2,1,1,chatgpt
https://chatgpt.com/share/2b5a50db-16d5-48a7-8242-7081c59163d5,2,1,1,chatgpt
https://chatgpt.com/share/2c166521-a617-434d-b499-82d00a271054,6,3,3,chatgpt
https://chatgpt.com/share/2c7019c3-97be-4efa-b3f5-73902f39032c,6,3,3,chatgpt
https://chatgpt.com/share/2c7e38fc-c3e9-4e21-bf41-7faa6d3350d2,2,1,1,chatgpt
https://chatgpt.com/share/2c869ddd-8fcf-42aa-b1e3-0a542fed3714,4,2,2,chatgpt
https://chatgpt.com/share/2d6ae1f0-8d62-4640-af4b-d72199dd6f3f,2,1,1,chatgpt
https://chatgpt.com/share/2d728f76-51f1-483b-a571-73038a505d9f,4,2,2,chatgpt
https://chatgpt.com/share/2d835ce3-b2f2-409c-becb-62e93805b25a,4,2,2,chatgpt
https://chatgpt.com/share/2d857617-4fa7-4c9e-b129-c59446328f1b,2,1,1,chatgpt
https://chatgpt.com/share/2df347a9-841f-4927-987f-c422b4827221,4,2,2,chatgpt
https://chatgpt.com/share/2e1a1c36-a99e-44f6-a157-d8aa7dfc8b8d,4,2,2,chatgpt
https://chatgpt.com/share/2e20ddc1-0699-4abe-b6a3-adc9829aee0d,6,3,3,chatgpt
https://chatgpt.com/share/2e22f290-f168-4f9d-9c52-a0fa1ba35909,2,1,1,chatgpt
https://chatgpt.com/share/2e59f1c4-76e8-4503-a087-ebe27d0ec04f,60,30,30,chatgpt
https://chatgpt.com/share/2e94d5ba-2c06-4e1c-87ad-c2ff57c72c18,2,1,1,chatgpt
https://chatgpt.com/share/2e9eaa40-7bed-4f43-bb50-340141d2801e,4,2,2,chatgpt
https://chatgpt.com/share/2eb07c96-cabc-4645-89e8-21daf17eae5f,4,2,2,chatgpt
https://chatgpt.com/share/2ebb91f4-1403-46c6-9a18-5792b050bb42,2,1,1,chatgpt
https://chatgpt.com/share/2ed7b518-9d5d-43f1-b7c5-90aa6dadbec0,2,1,1,chatgpt
https://chatgpt.com/share/2edfbfc0-9b3a-4b62-a7a8-e06fe9efd496,38,19,19,chatgpt
https://chatgpt.com/share/2ee1cde5-adf7-429a-896a-ebf2920f18c3,38,19,19,chatgpt
https://chatgpt.com/share/2ee620c3-c70e-4c6d-abf3-401527847a5b,6,3,3,chatgpt
https://chatgpt.com/share/2f5866e5-8263-4e4e-9cb3-f2194f8914a7,6,3,3,chatgpt
https://chatgpt.com/share/2fc94d51-a702-4318-9475-e4ee2421fccb,2,1,1,chatgpt
https://chatgpt.com/share/2ff2bf56-f892-4f4d-ba89-f92fc6adc65e,6,3,3,chatgpt
https://chatgpt.com/share/301e8272-869a-4b2f-a3c3-7514108de3d4,2,1,1,chatgpt
https://chatgpt.com/share/303d1728-cd3a-4e58-a358-e65cf8d5615a,8,4,4,chatgpt
https://chatgpt.com/share/3087d207-ae25-4cd7-a338-21528142da92,48,24,24,chatgpt
https://chatgpt.com/share/3174ca4d-da7a-48a6-8b35-6fd5fe7346d2,4,2,2,chatgpt
https://chatgpt.com/share/317ee442-35e3-4d88-aa35-a92a66edad09,6,3,3,chatgpt
https://chatgpt.com/share/3197a41b-ed46-4f79-ab74-e9d90c2bd1f2,2,1,1,chatgpt
https://chatgpt.com/share/31d2b17f-69e0-499a-8766-c96a7af7261e,4,2,2,chatgpt
https://chatgpt.com/share/32289545-b9dc-4072-b7ef-8dd06b9d1556,2,1,1,chatgpt
https://chatgpt.com/share/32478f5e-47ca-4c51-b35b-214d3ba79090,58,29,29,chatgpt
https://chatgpt.com/share/32af93ae-8159-4559-b1a7-1b4721491005,4,2,2,chatgpt
https://chatgpt.com/share/32df6fc5-3824-4957-b8d3-b8580f293f6a,2,1,1,chatgpt
https://chatgpt.com/share/33879454-100d-4774-97e1-5d208da1760d,58,29,29,chatgpt
https://chatgpt.com/share/3391c21d-f57f-4a80-9103-21b931bc24b4,2,1,1,chatgpt
https://chatgpt.com/share/33b116cf-8a6f-48cc-9502-94413a782745,2,1,1,chatgpt
https://chatgpt.com/share/340a5df4-f7b6-4027-9d75-f19aa57ae8d3,2,1,1,chatgpt
https://chatgpt.com/share/341bc53f-88ff-43d2-b09c-9801973d13d5,2,1,1,chatgpt
https://chatgpt.com/share/34a2fbd0-bac9-4530-8146-7f626a788dad,20,10,10,chatgpt
https://chatgpt.com/share/34db1b4c-8337-4a3c-ba95-9a84163af35a,8,4,4,chatgpt
https://chatgpt.com/share/34ea6b8f-836c-423c-9648-356edec3cbf5,2,1,1,chatgpt
https://chatgpt.com/share/350850ff-c6b5-4896-b34e-26a7e02f1ccd,10,5,5,chatgpt
https://chatgpt.com/share/35ac99fd-0aa4-4962-adb6-38c3ae02c137,8,4,4,chatgpt
https://chatgpt.com/share/35ce08d1-eacb-4716-9380-0b85b5af631c,2,1,1,chatgpt
https://chatgpt.com/share/35e644ed-357c-4384-9db5-6848d84e9f1d,4,2,2,chatgpt
https://chatgpt.com/share/36326b4a-6c46-4778-ab45-0a5a60360789,12,6,6,chatgpt
https://chatgpt.com/share/3645952f-eb22-457c-a677-752fdfd239ba,2,1,1,chatgpt
https://chatgpt.com/share/3678cb6e-4db9-4899-b31d-7a3ec00f2fd3,2,1,1,chatgpt
https://chatgpt.com/share/36e923a3-03eb-4899-bd9b-44b38ade03bb,2,1,1,chatgpt
https://chatgpt.com/share/36f73109-b14a-412e-afc9-9a732c7664bd,6,3,3,chatgpt
https://chatgpt.com/share/371b94a0-2b20-4452-9146-b9530c5b8f29,4,2,2,chatgpt
https://chatgpt.com/share/3739a8b4-4a5b-412e-9bfb-8f0a8658c57a,64,32,32,chatgpt
https://chatgpt.com/share/37527eca-c6f9-4fea-83c0-ad5337eef027,30,15,15,chatgpt
https://chatgpt.com/share/37def4f5-5eb3-4ba4-8850-9aaf2faf6779,2,1,1,chatgpt
https://chatgpt.com/share/37ffef6c-07d5-48b2-8e55-9ed700f2580f,8,4,4,chatgpt
https://chatgpt.com/share/3812a33b-8ac1-46c4-ad79-206e3af8d12d,2,1,1,chatgpt
https://chatgpt.com/share/384f176c-a122-4c04-9c98-a220aebb4687,1,1,0,chatgpt
https://chatgpt.com/share/3854f5fe-c94a-4712-a0a6-ba5f55241252,16,8,8,chatgpt
https://chatgpt.com/share/386cdaa0-dbfe-4eb8-a6d7-44f9ebf1ebac,2,1,1,chatgpt
https://chatgpt.com/share/38abe1d3-7927-42d9-809a-94827a1c2987,4,2,2,chatgpt
https://chatgpt.com/share/396e8630-e670-465c-bf9b-45162ee6210e,2,1,1,chatgpt
https://chatgpt.com/share/398127d3-b99d-48a7-b37a-9af94e6bb5aa,6,3,3,chatgpt
https://chatgpt.com/share/39c5d2be-8657-4993-bc16-6bb07a8595b6,2,1,1,chatgpt
https://chatgpt.com/share/39e7db3d-acee-409a-9629-87a2a6a9db22,112,56,56,chatgpt
https://chatgpt.com/share/3a1f2bd7-6fe7-4a3e-aa08-0dd1f5821bf0,4,2,2,chatgpt
https://chatgpt.com/share/3a21519f-73fc-442a-bcc5-6d13e11fcce8,2,1,1,chatgpt
https://chatgpt.com/share/3a341d4f-98f1-472d-bd9e-aa506907fb5b,36,18,18,chatgpt
https://chatgpt.com/share/3a64d57b-7130-4395-86c4-aa51a0373a1a,274,137,137,chatgpt
https://chatgpt.com/share/3a64e24f-5f48-4921-8ef4-f781475a7cf3,2,1,1,chatgpt
https://chatgpt.com/share/3ab57958-6f31-41c1-a924-d0eb99a4688d,8,4,4,chatgpt
https://chatgpt.com/share/3ae14835-b3f3-44a6-9556-d00c7ebc5ea1,2,1,1,chatgpt
https://chatgpt.com/share/3ae3de05-b922-4314-98db-f5098ca30bc1,18,9,9,chatgpt
https://chatgpt.com/share/3b30cc4b-7151-40b0-ad85-8868bbd15a33,2,1,1,chatgpt
https://chatgpt.com/share/3b3d868d-29b9-43dd-afb9-2d0b9a11d4f7,4,2,2,chatgpt
https://chatgpt.com/share/3b68b537-7f25-46cf-84c6-c8db5369bf89,6,3,3,chatgpt
https://chatgpt.com/share/3b86830b-54a4-48ef-8e47-e76273560728,12,6,6,chatgpt
https://chatgpt.com/share/3ba69ddb-1722-42be-b794-6f2f384f7b06,6,3,3,chatgpt
https://chatgpt.com/share/3bbcd54f-5f1f-4b5c-93a6-ece78b09131d,8,4,4,chatgpt
https://chatgpt.com/share/3c75777b-7be3-404b-8e78-391d7665c67c,14,7,7,chatgpt
https://chatgpt.com/share/3c75b92d-ea64-4b20-86d2-3f3d7f8830a9,9,5,4,chatgpt
https://chatgpt.com/share/3ccd6a94-6ca6-4ee9-b76c-db48cfca2646,8,4,4,chatgpt
https://chatgpt.com/share/3d34c1e7-cfb9-4ed9-8b5b-4bef7325b866,4,2,2,chatgpt
